CVEGEO,Nombre,VPM_1994,VPM_1995,VPM_1996,VPM_1997,VPM_1998,VPM_1999,VPM_2000,VPM_2001,VPM_2002,VPM_2003,VPM_2004,VPM_2005,VPM_2006,VPM_2007,VPM_2008,VPM_2009,VPM_2010,VPM_2011,VPM_2012,VPM_2013,VPM_2014,VPM_2015,VPM_2016
20196,San Juan Evangelista Analco,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,0,323,0,995,1068,1136,1139
20197,San Juan Guelavía,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20198,San Juan Guichicovi,,0,0,0,0,464,474,80,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0
20199,San Juan Ihualtepec,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20200,San Juan Juquila Mixes,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20201,San Juan Juquila Vijanos,,0,0,0,138,417,557,122,628,0,1614,0,0,868,0,0,0,915,0,0,0,1371,0
20202,San Juan Lachao,,0,241,768,7491,10679,9486,2755,566,153,108,0,0,0,0,0,0,0,3176,4074,4990,2854,0
20203,San Juan Lachigalla,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20204,San Juan Lajarcia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20205,San Juan Lalana,,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0
20206,San Juan de los Cués,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20207,San Juan Mazatlán,,0,0,86,0,0,255,388,0,540,77,21,1256,1624,1348,0,0,2988,1975,5492,2375,2309,1025
20208,San Juan Mixtepec,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20209,San Juan Mixtepec,,0,0,0,0,3028,3412,774,4017,1234,0,0,0,0,0,0,0,0,0,0,0,0,0
20210,San Juan Ñumí,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,477,0
20211,San Juan Ozolotepec,,1080,0,1213,2971,4304,8252,3492,0,0,0,0,0,0,0,211,964,4137,4888,7554,0,6383,13136
20212,San Juan Petlapa,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20213,San Juan Quiahije,,2819,0,0,300,6380,4590,0,4768,0,2113,2031,859,2252,640,58,2210,0,0,0,0,0,0
20214,San Juan Quiotepec,,881,0,388,134,0,3111,4832,0,96,1372,2150,2266,3076,730,1658,3024,2711,565,5053,3437,8168,9459
20215,San Juan Sayultepec,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20216,San Juan Tabaá,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0
20217,San Juan Tamazola,,0,0,0,0,0,0,2754,729,278,0,0,0,7672,3054,0,0,0,0,324,762,1265,1811
20218,San Juan Teita,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20219,San Juan Teitipac,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20220,San Juan Tepeuxila,,1450,960,1648,1213,4537,1074,3705,1582,4992,7151,9202,11160,3789,3162,4379,970,1524,5907,2876,3544,2634,5839
20221,San Juan Teposcolula,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20222,San Juan Yaeé,,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
20223,San Juan Yatzona,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20224,San Juan Yucuita,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20225,San Lorenzo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20226,San Lorenzo Albarradas,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20227,San Lorenzo Cacaotepec,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20228,San Lorenzo Cuaunecuiltitla,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20229,San Lorenzo Texmelúcan,,0,0,1627,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4409
20230,San Lorenzo Victoria,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20231,San Lucas Camotlán,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20232,San Lucas Ojitlán,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20233,San Lucas Quiaviní,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20234,San Lucas Zoquiápam,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20235,San Luis Amatlán,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20236,San Marcial Ozolotepec,,0,0,83,232,264,0,0,13,476,71,0,282,346,437,181,642,227,0,0,613,0,309
20237,San Marcos Arteaga,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20238,San Martín de los Cansecos,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20239,San Martín Huamelúlpam,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709,0,0
20240,San Martín Itunyoso,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20241,San Martín Lachilá,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20242,San Martín Peras,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20243,San Martín Tilcajete,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20244,San Martín Toxpalan,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20245,San Martín Zacatepec,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20246,San Mateo Cajonos,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20247,Capulálpam de Méndez,,982,454,515,675,1145,1022,1128,898,1305,1068,491,759,932,1163,4050,6166,0,3409,4023,624,1144,0
20248,San Mateo del Mar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20249,San Mateo Yoloxochitlán,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20250,San Mateo Etlatongo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20251,San Mateo Nejápam,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20252,San Mateo Peñasco,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20253,San Mateo Piñas,,0,0,0,146,0,0,397,1177,0,0,0,0,0,194,0,0,0,0,0,0,0,0
20254,San Mateo Río Hondo,,5134,10115,9368,9793,11658,9661,6440,6400,7593,9102,6494,13779,8275,14096,9546,4588,8676,5532,8278,6155,8265,12868
20255,San Mateo Sindihui,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20256,San Mateo Tlapiltepec,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20257,San Melchor Betaza,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20258,San Miguel Achiutla,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20259,San Miguel Ahuehuetitlán,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20260,San Miguel Aloápam,,2237,4761,7820,5568,16248,17097,12402,16205,16650,14433,15337,12347,16248,7545,13283,14599,0,19332,20824,16188,19226,23048
20261,San Miguel Amatitlán,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20262,San Miguel Amatlán,,0,0,1807,2582,2958,1466,2918,2078,727,324,0,0,14196,7070,8511,0,3104,0,5053,4108,3002,2617
20263,San Miguel Coatlán,,0,0,0,0,0,0,0,0,1089,377,0,0,0,0,1566,0,0,2449,1253,1475,3084,1182
20264,San Miguel Chicahua,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20265,San Miguel Chimalapa,,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20266,San Miguel del Puerto,,0,0,233,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
20267,San Miguel del Río,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20268,San Miguel Ejutla,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20269,San Miguel el Grande,,536,0,72,298,0,0,0,0,0,0,0,10626,10407,0,0,0,0,553,958,0,1566,0
20270,San Miguel Huautla,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20271,San Miguel Mixtepec,,154,720,0,601,2160,323,496,182,1063,842,1248,1661,1802,1372,1018,2550,2606,2340,3338,3209,3994,5156
20272,San Miguel Panixtlahuaca,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20273,San Miguel Peras,,1476,0,300,0,0,0,2747,7478,5293,361,770,1363,0,0,0,0,0,0,0,0,2659,1984
20274,San Miguel Piedras,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20275,San Miguel Quetzaltepec,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20276,San Miguel Santa Flor,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20277,Villa Sola de Vega,,2093,694,3926,2200,2713,5593,9003,9488,7658,3937,5889,4657,4959,6935,6157,0,5602,8349,7138,9624,7410,12311
20278,San Miguel Soyaltepec,,0,0,0,0,0,0,0,0,0,65,89,262,0,0,0,0,0,0,0,0,0,0
20279,San Miguel Suchixtepec,,2489,6076,3548,4035,6263,5222,2922,4734,3290,3712,2553,2969,3039,3934,4890,1716,3622,6505,3924,3180,2922,8850
20280,Villa Talea de Castro,,0,0,0,0,0,0,232,0,213,0,0,251,0,0,0,0,0,0,0,0,0,0
20281,San Miguel Tecomatlán,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20282,San Miguel Tenango,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20283,San Miguel Tequixtepec,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20284,San Miguel Tilquiápam,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20285,San Miguel Tlacamama,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20286,San Miguel Tlacotepec,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20287,San Miguel Tulancingo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20288,San Miguel Yotao,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20289,San Nicolás,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20290,San Nicolás Hidalgo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20291,San Pablo Coatlán,,650,2318,433,0,0,0,0,10253,4044,0,0,0,0,0,1370,0,0,0,0,0,0,7396
20292,San Pablo Cuatro Venados,,0,0,0,746,670,40,359,358,545,650,2908,1675,698,1245,0,0,0,0,0,0,0,0
20293,San Pablo Etla,,0,0,701,2720,0,0,0,0,0,622,509,0,334,0,222,0,496,0,0,580,413,813
20294,San Pablo Huitzo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20295,San Pablo Huixtepec,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20296,San Pablo Macuiltianguis,,2015,4066,6480,5906,12209,15775,11072,14224,9711,3887,7695,7977,4297,9068,15087,4843,11845,21393,10413,13099,35338,37926
20297,San Pablo Tijaltepec,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20298,San Pablo Villa de Mitla,,0,0,0,0,3326,264,799,6548,363,772,0,304,0,0,0,0,2936,3025,1678,3,61,0
20299,San Pablo Yaganiza,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20300,San Pedro Amuzgos,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20301,San Pedro Apóstol,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20302,San Pedro Atoyac,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20303,San Pedro Cajonos,,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,1133,0,0,3952
20304,San Pedro Coxcaltepec Cántaros,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20305,San Pedro Comitancillo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20306,San Pedro el Alto,,121,20,117,2312,1846,576,578,575,0,148,1006,663,357,0,0,0,637,670,485,0,0,288
20307,San Pedro Huamelula,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20308,San Pedro Huilotepec,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20309,San Pedro Ixcatlán,,0,0,0,0,0,0,0,0,0,0,17,62,0,0,0,0,0,0,0,0,0,0
20310,San Pedro Ixtlahuaca,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20311,San Pedro Jaltepetongo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20312,San Pedro Jicayán,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20313,San Pedro Jocotipac,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20314,San Pedro Juchatengo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20315,San Pedro Mártir,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20316,San Pedro Mártir Quiechapa,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20317,San Pedro Mártir Yucuxaco,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20318,San Pedro Mixtepec,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20319,San Pedro Mixtepec,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20320,San Pedro Molinos,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20321,San Pedro Nopala,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20322,San Pedro Ocopetatillo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20323,San Pedro Ocotepec,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20324,San Pedro Pochutla,,0,0,0,395,97,0,0,0,0,0,0,0,0,0,0,0,0,0,665,448,0,0
20325,San Pedro Quiatoni,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20326,San Pedro Sochiápam,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20327,San Pedro Tapanatepec,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20328,San Pedro Taviche,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20329,San Pedro Teozacoalco,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20330,San Pedro Teutila,,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0
20331,San Pedro Tidaá,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20332,San Pedro Topiltepec,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20333,San Pedro Totolápam,,0,0,0,0,0,0,0,0,0,47,135,190,232,138,93,38,69,72,93,115,37,15
20334,Villa de Tututepec,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20335,San Pedro Yaneri,,1215,0,311,0,0,290,2228,332,0,0,1965,236,991,0,0,0,0,738,3795,2421,1776,3316
20336,San Pedro Yólox,,623,934,548,4512,13519,10161,4254,4318,1075,8482,2775,3679,4118,3208,3026,6880,5019,6612,10754,6119,10062,8163
20337,San Pedro y San Pablo Ayutla,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2417,0,0,0
20338,Villa de Etla,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20339,San Pedro y San Pablo Teposcolula,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20340,San Pedro y San Pablo Tequixtepec,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20341,San Pedro Yucunama,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20342,San Raymundo Jalpan,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20343,San Sebastián Abasolo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20344,San Sebastián Coatlán,,0,951,2496,2156,226,2559,2136,1566,0,0,0,2192,2195,0,0,0,0,0,3817,3602,3641,5300
20345,San Sebastián Ixcapa,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20346,San Sebastián Nicananduta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20347,San Sebastián Río Hondo,,253,171,824,2409,3671,3895,3150,5858,2561,3017,2316,3363,1966,2910,2005,2509,4607,3717,4586,2444,7086,5051
20348,San Sebastián Tecomaxtlahuaca,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20349,San Sebastián Teitipac,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20350,San Sebastián Tutla,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20351,San Simón Almolongas,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20352,San Simón Zahuatlán,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20353,Santa Ana,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20354,Santa Ana Ateixtlahuaca,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20355,Santa Ana Cuauhtémoc,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20356,Santa Ana del Valle,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20357,Santa Ana Tavela,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20358,Santa Ana Tlapacoyan,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20359,Santa Ana Yareni,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20360,Santa Ana Zegache,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20361,Santa Catalina Quierí,,0,0,0,0,0,3573,58,739,0,0,0,0,0,2344,0,0,0,0,0,0,0,0
20362,Santa Catarina Cuixtla,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20363,Santa Catarina Ixtepeji,,1411,4980,5899,6224,9833,9921,12005,10869,9127,10762,8057,7652,13847,7362,2373,4065,6860,5161,10544,12233,0,13570
20364,Santa Catarina Juquila,,0,0,508,5630,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20365,Santa Catarina Lachatao,,3054,11355,1807,2582,2958,1466,2918,2079,727,324,0,0,14196,7070,0,0,3104,0,ND,ND,ND,ND
20366,Santa Catarina Loxicha,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20367,Santa Catarina Mechoacán,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20368,Santa Catarina Minas,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20369,Santa Catarina Quiané,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20370,Santa Catarina Tayata,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20371,Santa Catarina Ticuá,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20372,Santa Catarina Yosonotú,,0,0,0,0,0,0,0,3978,209,0,0,0,0,0,0,0,0,0,0,0,0,0
20373,Santa Catarina Zapoquila,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20374,Santa Cruz Acatepec,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20375,Santa Cruz Amilpas,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20376,Santa Cruz de Bravo,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20377,Santa Cruz Itundujia,,3477,3068,9864,21429,13942,14839,17169,15958,26438,30822,109,26974,38098,33201,31294,30499,3676,3401,19764,6498,25055,42854
20378,Santa Cruz Mixtepec,,0,0,0,0,386,1072,0,0,0,480,27,0,0,209,0,0,0,0,0,0,0,0
20379,Santa Cruz Nundaco,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20380,Santa Cruz Papalutla,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20381,Santa Cruz Tacache de Mina,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20382,Santa Cruz Tacahua,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20383,Santa Cruz Tayata,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20384,Santa Cruz Xitla,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20385,Santa Cruz Xoxocotlán,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20386,Santa Cruz Zenzontepec,,0,1264,9139,3361,12796,5047,5283,986,0,6420,3238,2396,0,0,0,0,0,0,0,0,0,0
20387,Santa Gertrudis,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20388,Santa Inés del Monte,,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20389,Santa Inés Yatzeche,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20390,Santa Lucía del Camino,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20391,Santa Lucía Miahuatlán,,0,0,0,0,96,0,0,0,0,1012,0,755,0,0,0,1180,1414,1600,2048,1726,1543,2089
